,Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result,Profit
741,2,14.0,15,7,FLAT,GOOD/SOFT,13,3,LOSER,-2.0
742,2,300.0,269,8,CHASE,FIRM,64,3,LOSER,-2.0
743,5,19.0,385,18,FLAT,GOOD/SOFT,65,4,LOSER,-5.0
744,2,1.43,23,14,FLAT,GOOD/FIRM,39,1,WINNER,2.86
745,2,1.61,1149,11,FLAT,GOOD/FIRM,23,2,WINNER,3.22
746,5,300.0,589,15,HURDLE,GOOD ,14,4,LOSER,-5.0
747,2,7.8,30,10,HURDLE,FAST,9,2,LOSER,-2.0
748,2,6.0,188,7,FLAT,FAST,26,1,LOSER,-2.0
749,5,60.0,325,25,FLAT,GOOD ,14,5,LOSER,-5.0
750,5,1.49,751,13,FLAT,HEAVY,20,5,WINNER,7.45
751,2,1.52,712,7,HURDLE,SOFT,16,1,LOSER,-2.0
752,5,1.91,76,14,FLAT,FAST,86,4,WINNER,9.549999999999999
753,2,1.99,16,17,HURDLE,FIRM,17,2,WINNER,3.98
754,2,1.63,116,7,FLAT,GOOD/FIRM,58,2,WINNER,3.26
755,2,50.0,56,12,HURDLE,GOOD ,41,3,LOSER,-2.0
756,2,7.2,214,10,HURDLE,GOOD ,15,2,LOSER,-2.0
757,2,1.94,402,21,CHASE,GOOD ,23,1,WINNER,3.88
758,2,1.06,1116,9,HURDLE,HEAVY,54,2,WINNER,2.12
759,2,8.0,60,9,HURDLE,GOOD/FIRM,27,3,WINNER,16.0
760,2,2.5,79,13,HURDLE,GOOD/FIRM,24,3,WINNER,5.0
761,5,3.65,1483,19,FLAT,FAST,35,5,LOSER,-5.0
762,5,1.36,177,8,HURDLE,GOOD/SOFT,17,4,WINNER,6.800000000000001
763,2,1.77,558,9,FLAT,FAST,34,2,WINNER,3.54
764,2,700.0,95,7,HURDLE,FIRM,26,3,LOSER,-2.0
765,5,1.14,271,7,FLAT,GOOD/SOFT,35,4,WINNER,5.699999999999999
766,2,9.6,1349,6,HURDLE,GOOD/SOFT,44,1,LOSER,-2.0
767,5,1.42,92,20,HURDLE,HEAVY,7,4,LOSER,-5.0
768,5,2.46,35,8,FLAT,GOOD/SOFT,22,4,LOSER,-5.0
769,5,100.0,702,20,HURDLE,FIRM,12,4,LOSER,-5.0
770,2,5.6,31,9,FLAT,GOOD/SOFT,6,1,LOSER,-2.0
771,5,20.0,1241,19,HURDLE,FAST,14,5,LOSER,-5.0
772,5,1.3,483,8,HURDLE,SOFT,16,4,LOSER,-5.0
773,5,6.0,182,14,FLAT,FAST,72,4,LOSER,-5.0
774,5,8.2,104,11,HURDLE,FAST,14,4,LOSER,-5.0
775,5,400.0,332,7,CHASE,GOOD/SOFT,43,5,LOSER,-5.0
776,2,1.29,4,6,FLAT,GOOD/FIRM,23,2,WINNER,2.58
777,5,5.5,26,15,FLAT,GOOD/SOFT,34,4,LOSER,-5.0
778,2,2.96,300,11,HURDLE,FAST,28,2,LOSER,-2.0
779,2,90.0,32,18,FLAT,GOOD/SOFT,12,1,LOSER,-2.0
780,5,1.3,1583,11,HURDLE,GOOD/SOFT,55,5,WINNER,6.5
781,2,2.52,26,11,HURDLE,FIRM,22,1,LOSER,-2.0
782,5,1.62,162,11,CHASE,SOFT,18,4,WINNER,8.100000000000001
783,2,1.3,17,14,HURDLE,HEAVY,9,1,WINNER,2.6
784,2,90.0,1240,5,FLAT,GOOD ,6,1,LOSER,-2.0
785,2,9.6,158,13,CHASE,HEAVY,42,2,LOSER,-2.0
786,5,1.08,189,12,FLAT,GOOD/FIRM,49,4,WINNER,5.4
787,5,30.0,360,12,FLAT,GOOD/SOFT,60,5,LOSER,-5.0
788,5,2.76,341,12,HURDLE,FAST,16,4,LOSER,-5.0
790,5,4.2,46,19,HURDLE,SOFT,38,4,WINNER,21.0
791,2,1.57,47,22,CHASE,HEAVY,10,2,WINNER,3.14
792,2,80.0,285,8,FLAT,FAST,18,1,LOSER,-2.0
793,2,4.7,83,14,CHASE,FAST,26,3,WINNER,9.4
794,5,400.0,20,6,FLAT,HEAVY,14,5,LOSER,-5.0
795,2,1.64,68,9,FLAT,GOOD/FIRM,25,3,WINNER,3.28
796,2,1.1,181,5,FLAT,GOOD/SOFT,24,1,WINNER,2.2
797,2,1.18,95,5,HURDLE,GOOD/FIRM,9,3,WINNER,2.36
798,2,6.6,136,14,FLAT,FIRM,26,1,WINNER,13.2
799,2,2.06,18,12,HURDLE,GOOD/SOFT,9,1,LOSER,-2.0
800,2,700.0,1934,7,FLAT,GOOD ,37,3,LOSER,-2.0
801,5,1.89,45,6,CHASE,GOOD/FIRM,51,4,LOSER,-5.0
802,2,4.8,191,13,CHASE,FIRM,17,1,LOSER,-2.0
803,2,1.94,493,17,FLAT,GOOD/FIRM,19,2,LOSER,-2.0
804,2,2.08,52,8,HURDLE,FIRM,13,2,LOSER,-2.0
805,2,1.63,6,9,HURDLE,GOOD/SOFT,18,2,LOSER,-2.0
806,2,2.86,43,14,FLAT,HEAVY,21,3,WINNER,5.72
807,5,2.92,8,19,FLAT,FAST,18,5,LOSER,-5.0
808,5,1.41,62,10,CHASE,HEAVY,13,5,WINNER,7.05
809,2,1.98,1897,10,HURDLE,FIRM,32,3,LOSER,-2.0
810,2,4.2,51,8,FLAT,SOFT,20,2,LOSER,-2.0
811,2,3.8,20,7,HURDLE,FIRM,14,2,LOSER,-2.0
812,2,15.0,1229,7,HURDLE,GOOD ,27,2,LOSER,-2.0
813,2,2.06,195,10,FLAT,GOOD/SOFT,30,1,LOSER,-2.0
814,5,1.92,11,12,HURDLE,GOOD ,58,4,LOSER,-5.0
815,2,3.1,37,9,FLAT,GOOD/SOFT,68,3,LOSER,-2.0
816,5,3.9,95,7,FLAT,GOOD ,17,4,WINNER,19.5
817,5,2.16,15,13,CHASE,GOOD/SOFT,16,4,WINNER,10.8
818,2,2.82,44,12,FLAT,GOOD ,17,3,WINNER,5.64
819,2,2.86,1062,13,CHASE,SOFT,57,3,WINNER,5.72
820,2,17.0,84,11,FLAT,FIRM,44,2,WINNER,34.0
821,2,1.61,101,11,FLAT,GOOD/FIRM,21,2,WINNER,3.22
822,5,500.0,99,10,HURDLE,GOOD/FIRM,38,5,LOSER,-5.0
823,2,5.9,1949,9,HURDLE,SOFT,20,1,LOSER,-2.0
824,5,3.15,6,7,FLAT,SOFT,14,4,WINNER,15.75
825,2,800.0,346,11,FLAT,FAST,33,1,LOSER,-2.0
826,2,25.0,9,7,HURDLE,GOOD ,32,2,LOSER,-2.0
827,2,3.8,715,9,CHASE,GOOD/FIRM,19,2,LOSER,-2.0
828,2,1.24,524,9,FLAT,GOOD ,57,2,WINNER,2.48
829,5,1.67,433,17,HURDLE,FIRM,16,5,LOSER,-5.0
830,2,800.0,109,12,HURDLE,GOOD/FIRM,27,1,LOSER,-2.0
831,2,1.23,287,13,FLAT,GOOD ,24,3,WINNER,2.46
832,5,1.65,23,8,FLAT,HEAVY,45,5,WINNER,8.25
833,2,4.4,668,6,FLAT,FAST,15,2,LOSER,-2.0
834,5,5.6,226,14,FLAT,GOOD/FIRM,6,5,LOSER,-5.0
835,2,7.8,158,7,HURDLE,GOOD/SOFT,47,1,LOSER,-2.0
836,2,1.66,382,15,FLAT,HEAVY,18,3,WINNER,3.32
837,2,3.05,22,17,HURDLE,FAST,35,2,LOSER,-2.0
838,5,1.49,21,12,HURDLE,GOOD/FIRM,9,4,WINNER,7.45
839,5,1.27,79,14,FLAT,FIRM,11,5,WINNER,6.35
840,2,2.82,28,9,FLAT,GOOD/SOFT,18,2,LOSER,-2.0
841,5,2.74,18,6,HURDLE,GOOD/FIRM,15,5,LOSER,-5.0
842,2,500.0,531,13,FLAT,GOOD/SOFT,24,2,LOSER,-2.0
843,5,5.9,1376,22,HURDLE,FIRM,39,4,LOSER,-5.0
844,2,11.0,1931,12,FLAT,FIRM,15,1,LOSER,-2.0
845,2,2.32,1055,10,HURDLE,SOFT,18,2,LOSER,-2.0
846,2,350.0,68,18,FLAT,FIRM,17,3,LOSER,-2.0
847,2,1.34,1663,7,HURDLE,FIRM,81,2,WINNER,2.68
848,2,90.0,223,9,HURDLE,FAST,19,3,LOSER,-2.0
849,2,2.28,111,15,FLAT,FIRM,16,3,WINNER,4.56
850,5,30.0,36,25,HURDLE,GOOD/FIRM,17,5,LOSER,-5.0
851,2,1.14,622,16,FLAT,FIRM,17,1,WINNER,2.28
852,2,3.45,29,6,HURDLE,HEAVY,19,2,LOSER,-2.0
853,2,1.14,588,10,HURDLE,SOFT,18,1,WINNER,2.28
854,2,8.4,12,7,CHASE,FIRM,27,1,LOSER,-2.0
855,2,3.65,1785,8,FLAT,SOFT,45,3,LOSER,-2.0
856,2,1.75,119,11,HURDLE,GOOD ,18,2,WINNER,3.5
857,2,1.96,515,7,FLAT,GOOD/SOFT,113,3,LOSER,-2.0
858,2,2.3,404,14,FLAT,FIRM,92,1,WINNER,4.6
859,5,2.52,223,7,HURDLE,FAST,14,4,WINNER,12.6
860,2,1.55,1191,14,CHASE,FIRM,69,3,WINNER,3.1
861,5,5.4,180,14,HURDLE,GOOD/SOFT,29,5,LOSER,-5.0
862,2,1.9,12,19,FLAT,FAST,19,3,LOSER,-2.0
863,2,1.68,68,14,FLAT,GOOD/SOFT,7,3,WINNER,3.36
864,5,2.44,1144,10,FLAT,FAST,20,5,WINNER,12.2
865,2,1.81,1212,10,HURDLE,GOOD/FIRM,21,1,LOSER,-2.0
866,2,3.7,65,13,FLAT,GOOD ,24,3,LOSER,-2.0
867,2,1.81,14,11,FLAT,FAST,19,3,WINNER,3.62
868,2,2.18,26,18,FLAT,HEAVY,23,3,WINNER,4.36
869,2,1.61,133,5,CHASE,FIRM,12,3,LOSER,-2.0
870,5,1.22,931,6,FLAT,FIRM,27,5,WINNER,6.1
871,2,2.92,10,9,CHASE,GOOD/FIRM,8,1,LOSER,-2.0
872,5,1.02,70,16,HURDLE,FAST,34,4,WINNER,5.1
873,2,4.3,68,7,HURDLE,GOOD/SOFT,18,2,LOSER,-2.0
874,2,1.37,288,6,HURDLE,HEAVY,65,1,WINNER,2.74
875,2,1.66,114,8,FLAT,GOOD ,14,1,WINNER,3.32
876,5,1.48,5,5,CHASE,HEAVY,23,5,LOSER,-5.0
877,2,1.52,1451,17,FLAT,SOFT,7,1,LOSER,-2.0
878,2,1.48,444,10,FLAT,GOOD ,9,2,WINNER,2.96
879,2,350.0,285,6,CHASE,SOFT,33,3,LOSER,-2.0
880,5,1.73,166,8,FLAT,FIRM,16,5,WINNER,8.65
881,5,2.92,50,14,FLAT,SOFT,14,5,LOSER,-5.0
882,5,6.6,78,12,HURDLE,GOOD/FIRM,15,4,WINNER,33.0
883,2,1.89,39,11,HURDLE,FAST,42,3,LOSER,-2.0
884,5,3.6,236,8,FLAT,FIRM,15,5,LOSER,-5.0
885,5,1.05,352,7,HURDLE,FAST,20,4,WINNER,5.25
886,2,2.48,214,7,FLAT,GOOD/SOFT,25,1,WINNER,4.96
887,5,12.0,375,17,HURDLE,GOOD/SOFT,26,4,LOSER,-5.0
888,5,2.5,27,18,FLAT,FIRM,18,5,WINNER,12.5
889,2,9.8,36,8,FLAT,FIRM,13,2,LOSER,-2.0
890,2,7.8,625,10,HURDLE,HEAVY,15,1,LOSER,-2.0
891,2,1.86,406,20,HURDLE,GOOD/SOFT,37,3,WINNER,3.72
892,2,25.0,770,6,FLAT,FIRM,10,3,LOSER,-2.0
893,2,2.12,50,13,HURDLE,GOOD/SOFT,16,3,WINNER,4.24
894,2,9.8,179,14,CHASE,GOOD ,19,2,LOSER,-2.0
895,2,1.25,23,9,HURDLE,FAST,13,3,WINNER,2.5
896,2,1.94,205,12,HURDLE,SOFT,16,2,WINNER,3.88
897,2,2.38,79,15,HURDLE,HEAVY,41,1,LOSER,-2.0
898,5,1.2,13,7,HURDLE,GOOD/FIRM,10,4,WINNER,6.0
899,5,1.73,120,15,CHASE,GOOD/SOFT,13,4,WINNER,8.65
900,2,1.25,859,10,FLAT,GOOD/SOFT,27,1,WINNER,2.5
901,2,7.8,9,8,FLAT,FAST,17,3,LOSER,-2.0
902,2,1.31,1203,7,FLAT,GOOD/SOFT,14,2,WINNER,2.62
903,2,2.88,216,7,HURDLE,FIRM,9,2,WINNER,5.76
904,2,1.97,31,11,FLAT,SOFT,16,2,LOSER,-2.0
905,5,1.04,95,10,FLAT,GOOD/SOFT,30,5,WINNER,5.2
906,5,1.42,1359,10,CHASE,SOFT,42,4,WINNER,7.1
907,2,1.04,155,15,CHASE,GOOD/SOFT,15,3,WINNER,2.08
908,2,5.4,99,16,CHASE,GOOD/SOFT,21,2,WINNER,10.8
909,2,1.75,100,7,HURDLE,HEAVY,15,1,WINNER,3.5
910,2,1.95,98,12,HURDLE,HEAVY,24,2,WINNER,3.9
911,2,1.96,81,8,FLAT,SOFT,42,3,LOSER,-2.0
912,5,1.6,6,11,CHASE,GOOD/SOFT,29,4,WINNER,8.0
913,2,6.8,367,15,FLAT,FIRM,16,3,LOSER,-2.0
914,2,3.9,9,19,CHASE,SOFT,15,2,WINNER,7.8
915,5,1.91,9,15,CHASE,FAST,42,5,WINNER,9.549999999999999
916,2,2.7,9,8,CHASE,GOOD ,28,1,WINNER,5.4
917,2,2.8,91,10,HURDLE,SOFT,9,1,WINNER,5.6
918,5,1.78,209,18,HURDLE,FIRM,55,4,WINNER,8.9
919,2,3.75,476,13,FLAT,GOOD/FIRM,22,3,LOSER,-2.0
920,2,1.23,130,11,FLAT,HEAVY,52,1,WINNER,2.46
921,2,2.7,21,22,HURDLE,FAST,7,1,WINNER,5.4
922,5,1.63,88,15,CHASE,HEAVY,24,5,WINNER,8.149999999999999
923,2,2.66,61,8,FLAT,GOOD ,14,2,WINNER,5.32
924,5,2.52,78,7,FLAT,HEAVY,28,4,LOSER,-5.0
925,5,3.3,281,22,HURDLE,GOOD/FIRM,13,4,LOSER,-5.0
926,5,1.57,19,17,FLAT,FIRM,19,5,WINNER,7.8500000000000005
927,2,2.18,16,7,HURDLE,SOFT,40,2,LOSER,-2.0
928,2,3.35,135,13,FLAT,GOOD ,16,1,WINNER,6.7
929,2,1.57,32,25,FLAT,GOOD/FIRM,6,3,LOSER,-2.0
930,5,2.44,18,7,CHASE,HEAVY,8,4,WINNER,12.2
931,2,1.84,544,12,FLAT,FIRM,38,2,WINNER,3.68
932,2,4.7,14,10,HURDLE,FAST,26,2,WINNER,9.4
933,2,200.0,6,14,FLAT,FIRM,13,3,LOSER,-2.0
934,2,5.5,458,9,HURDLE,FAST,25,2,LOSER,-2.0
935,2,800.0,104,10,FLAT,GOOD ,24,3,LOSER,-2.0
936,5,2.18,255,6,FLAT,FAST,13,5,WINNER,10.9
937,5,1.76,6,22,FLAT,GOOD/SOFT,12,5,LOSER,-5.0
938,5,1.05,766,10,HURDLE,SOFT,8,5,WINNER,5.25
939,5,3.15,62,12,FLAT,FAST,10,4,LOSER,-5.0
940,2,4.9,12,13,HURDLE,GOOD/FIRM,33,2,LOSER,-2.0
941,2,2.42,70,5,HURDLE,GOOD ,23,3,LOSER,-2.0
942,2,1.85,55,9,CHASE,FAST,37,1,WINNER,3.7
943,5,3.75,39,17,FLAT,HEAVY,16,5,WINNER,18.75
944,5,1.48,1457,8,FLAT,GOOD ,8,5,WINNER,7.4
945,2,1.16,394,8,HURDLE,HEAVY,16,2,WINNER,2.32
946,5,1.02,22,15,FLAT,FIRM,12,5,WINNER,5.1
947,2,1.88,34,9,HURDLE,FIRM,82,3,WINNER,3.76
948,2,1.56,662,23,HURDLE,GOOD ,37,1,LOSER,-2.0
949,2,3.25,7,7,HURDLE,HEAVY,14,2,LOSER,-2.0
950,5,1.69,48,5,HURDLE,GOOD/FIRM,19,4,LOSER,-5.0
951,2,2.54,304,9,CHASE,GOOD/FIRM,15,2,WINNER,5.08
952,5,1.14,287,16,CHASE,FIRM,28,4,WINNER,5.699999999999999
953,2,1.7,90,16,HURDLE,FAST,45,2,WINNER,3.4
954,5,1.3,1714,20,FLAT,FAST,20,5,WINNER,6.5
955,2,13.0,87,10,FLAT,GOOD ,26,3,LOSER,-2.0
956,2,1.74,22,19,FLAT,FIRM,59,1,WINNER,3.48
957,2,200.0,53,6,FLAT,GOOD/SOFT,15,1,LOSER,-2.0
958,2,1.42,2054,8,HURDLE,SOFT,30,3,WINNER,2.84
959,5,9.4,326,7,FLAT,HEAVY,38,4,LOSER,-5.0
960,2,3.8,509,6,HURDLE,SOFT,55,3,LOSER,-2.0
961,2,8.2,892,8,HURDLE,HEAVY,19,1,LOSER,-2.0
962,5,2.74,107,10,FLAT,GOOD/SOFT,17,5,WINNER,13.700000000000001
963,2,1.35,124,11,HURDLE,SOFT,14,3,WINNER,2.7
964,2,70.0,421,13,CHASE,GOOD/FIRM,14,1,LOSER,-2.0
965,5,9.2,182,13,HURDLE,SOFT,60,4,LOSER,-5.0
966,2,1.55,487,13,FLAT,SOFT,38,1,WINNER,3.1
967,5,5.2,263,8,FLAT,HEAVY,30,4,WINNER,26.0
968,2,1.71,105,14,FLAT,SOFT,26,3,WINNER,3.42
969,2,1.96,208,6,HURDLE,SOFT,15,2,LOSER,-2.0
970,2,1.01,339,6,FLAT,GOOD ,25,1,WINNER,2.02
971,5,1.75,38,12,HURDLE,HEAVY,8,4,WINNER,8.75
972,5,60.0,42,22,CHASE,FIRM,36,5,LOSER,-5.0
973,5,2.56,170,7,FLAT,GOOD ,8,5,LOSER,-5.0
974,2,4.4,179,13,FLAT,GOOD ,34,3,LOSER,-2.0
975,2,1.54,664,17,CHASE,GOOD/SOFT,43,2,LOSER,-2.0
976,2,2.84,1481,12,HURDLE,GOOD/FIRM,13,1,LOSER,-2.0
977,5,6.8,1445,9,HURDLE,FAST,19,5,WINNER,34.0
978,2,1.8,397,9,FLAT,SOFT,25,2,LOSER,-2.0
979,2,350.0,2031,9,FLAT,GOOD/FIRM,19,1,LOSER,-2.0
980,2,3.4,246,7,FLAT,HEAVY,73,3,WINNER,6.8
981,2,1.94,196,12,HURDLE,FAST,16,3,WINNER,3.88
982,2,1.51,125,7,FLAT,FIRM,71,3,WINNER,3.02
983,5,900.0,26,16,FLAT,GOOD/SOFT,35,5,LOSER,-5.0
984,2,11.0,24,7,FLAT,GOOD/SOFT,78,2,LOSER,-2.0
985,5,8.6,858,19,HURDLE,SOFT,115,5,LOSER,-5.0
986,5,1.15,233,12,CHASE,SOFT,24,5,WINNER,5.75
987,2,60.0,1701,11,HURDLE,GOOD/FIRM,24,2,LOSER,-2.0
988,2,1.94,408,8,HURDLE,SOFT,8,2,WINNER,3.88
989,5,2.9,204,14,FLAT,SOFT,28,4,LOSER,-5.0
990,2,400.0,1489,12,FLAT,FIRM,16,3,LOSER,-2.0
991,2,100.0,13,7,HURDLE,HEAVY,28,3,LOSER,-2.0
992,2,3.8,368,14,CHASE,GOOD/SOFT,34,2,WINNER,7.6
993,5,1.54,22,10,HURDLE,GOOD ,7,4,WINNER,7.7
994,2,11.0,138,16,HURDLE,SOFT,18,2,LOSER,-2.0
995,5,200.0,549,10,FLAT,HEAVY,7,5,LOSER,-5.0
996,2,1.13,103,15,FLAT,HEAVY,15,2,LOSER,-2.0
997,2,7.6,771,7,FLAT,GOOD/SOFT,56,3,LOSER,-2.0
998,5,1.62,17,5,CHASE,FAST,15,4,WINNER,8.100000000000001
999,2,1.84,115,19,HURDLE,GOOD/SOFT,18,3,LOSER,-2.0
1000,2,350.0,1313,6,FLAT,GOOD/FIRM,18,2,LOSER,-2.0
1001,2,7.8,8,10,CHASE,HEAVY,14,3,LOSER,-2.0
1002,2,300.0,258,9,FLAT,FIRM,14,3,LOSER,-2.0
1003,5,1.54,36,9,CHASE,GOOD/SOFT,32,4,WINNER,7.7
1004,5,3.5,1168,12,HURDLE,HEAVY,42,4,LOSER,-5.0
1005,2,800.0,99,8,FLAT,HEAVY,17,1,LOSER,-2.0
1006,2,4.1,1079,11,FLAT,FIRM,51,2,LOSER,-2.0
1007,5,2.16,800,12,HURDLE,FIRM,11,5,LOSER,-5.0
1008,2,1.52,18,8,CHASE,FIRM,11,3,WINNER,3.04
1009,2,1.33,150,10,CHASE,FIRM,14,1,WINNER,2.66
1010,2,25.0,37,24,FLAT,FAST,11,1,LOSER,-2.0
1011,2,1.28,457,6,FLAT,FIRM,6,1,WINNER,2.56
1012,2,1.93,1119,5,HURDLE,HEAVY,12,1,LOSER,-2.0
1013,2,90.0,1968,17,HURDLE,SOFT,19,2,LOSER,-2.0
1014,2,2.06,244,7,CHASE,GOOD ,80,1,LOSER,-2.0
1015,2,3.75,45,7,FLAT,HEAVY,57,2,LOSER,-2.0
1016,2,2.72,8,8,FLAT,GOOD/SOFT,50,2,WINNER,5.44
1017,2,20.0,21,10,FLAT,HEAVY,47,2,LOSER,-2.0
1018,5,2.76,59,6,HURDLE,GOOD/SOFT,26,5,LOSER,-5.0
1019,2,2.28,526,6,HURDLE,FAST,24,2,WINNER,4.56
1020,5,9.4,1273,19,FLAT,GOOD/FIRM,17,5,LOSER,-5.0
1021,5,1.44,35,9,HURDLE,SOFT,14,5,WINNER,7.199999999999999
1022,2,1.99,387,14,CHASE,FIRM,113,2,WINNER,3.98
1023,2,2.92,136,16,FLAT,GOOD/SOFT,6,2,LOSER,-2.0
1024,5,2.94,242,8,FLAT,GOOD ,8,4,WINNER,14.7
1025,2,1.2,246,11,HURDLE,SOFT,12,1,LOSER,-2.0
1026,2,7.8,32,19,FLAT,FIRM,37,3,LOSER,-2.0
1027,2,5.5,15,6,FLAT,FAST,62,2,LOSER,-2.0
1028,2,4.4,27,6,HURDLE,GOOD/SOFT,44,3,LOSER,-2.0
1029,5,2.2,175,14,HURDLE,GOOD/FIRM,15,5,WINNER,11.0
1030,5,1.25,6,11,FLAT,GOOD ,16,4,WINNER,6.25
1031,2,12.0,74,10,HURDLE,GOOD/SOFT,48,2,LOSER,-2.0
1032,2,2.96,66,16,FLAT,GOOD/SOFT,21,2,LOSER,-2.0
1033,2,5.9,188,7,HURDLE,GOOD/FIRM,25,1,LOSER,-2.0
1034,2,2.78,95,11,FLAT,FIRM,11,2,WINNER,5.56
1035,5,1.18,179,18,FLAT,FIRM,22,5,WINNER,5.8999999999999995
1036,5,1.74,93,11,HURDLE,GOOD/FIRM,13,5,WINNER,8.7
1037,2,1.84,340,18,CHASE,SOFT,63,1,WINNER,3.68
1038,2,1.89,7,16,FLAT,GOOD ,68,2,WINNER,3.78
1039,2,13.0,264,8,FLAT,FIRM,17,2,LOSER,-2.0
1040,5,4.9,47,14,HURDLE,SOFT,22,5,LOSER,-5.0
1041,5,70.0,1346,11,HURDLE,FIRM,13,4,LOSER,-5.0
1042,2,1.27,47,8,CHASE,GOOD/FIRM,20,3,WINNER,2.54
1043,5,1.11,28,9,HURDLE,FIRM,12,5,WINNER,5.550000000000001
1044,2,1.42,276,7,FLAT,FIRM,9,1,WINNER,2.84
1045,2,1.41,29,9,HURDLE,HEAVY,24,3,WINNER,2.82
1046,2,2.8,316,12,HURDLE,SOFT,56,2,LOSER,-2.0
1047,2,3.35,22,7,FLAT,GOOD/FIRM,42,2,WINNER,6.7
1048,2,1.07,13,14,HURDLE,FAST,9,1,WINNER,2.14
1049,2,1.09,1198,14,FLAT,GOOD ,8,1,WINNER,2.18
1050,2,1.28,77,6,FLAT,GOOD ,18,3,WINNER,2.56
1051,2,1.51,673,12,FLAT,GOOD/SOFT,17,1,LOSER,-2.0
1052,2,1.13,52,20,FLAT,HEAVY,15,3,LOSER,-2.0
1053,2,2.68,2,12,FLAT,GOOD/SOFT,31,3,WINNER,5.36
1054,2,2.18,23,8,FLAT,SOFT,20,1,WINNER,4.36
1055,2,1.8,1210,8,HURDLE,FIRM,8,3,WINNER,3.6
1056,2,11.0,386,15,FLAT,SOFT,14,2,LOSER,-2.0
1057,2,2.6,129,9,HURDLE,SOFT,22,2,WINNER,5.2
1058,5,1.69,1510,11,HURDLE,HEAVY,22,5,WINNER,8.45
1059,2,1.91,429,13,HURDLE,FAST,13,1,WINNER,3.82
1060,5,1.41,48,8,FLAT,HEAVY,48,4,WINNER,7.05
1061,5,3.9,801,8,FLAT,HEAVY,17,4,LOSER,-5.0
1062,2,1.06,32,9,FLAT,FAST,7,3,WINNER,2.12
1063,5,1.67,367,9,HURDLE,SOFT,19,4,WINNER,8.35
1064,2,13.0,40,12,HURDLE,GOOD/SOFT,13,3,LOSER,-2.0
1065,2,6.8,94,7,CHASE,SOFT,16,2,LOSER,-2.0
1066,2,4.6,3,13,HURDLE,GOOD/FIRM,105,2,LOSER,-2.0
1067,5,1.4,546,15,FLAT,FIRM,19,4,WINNER,7.0
1068,2,1.55,218,6,HURDLE,FAST,7,3,WINNER,3.1
1069,2,1.02,34,10,FLAT,GOOD ,21,3,WINNER,2.04
1070,2,4.2,20,8,FLAT,GOOD/FIRM,25,3,WINNER,8.4
1071,5,1.5,255,14,CHASE,FIRM,29,5,WINNER,7.5
1072,2,1.95,11,10,CHASE,SOFT,13,2,LOSER,-2.0
1073,2,180.0,118,18,FLAT,FIRM,11,1,LOSER,-2.0
1074,5,9.8,61,6,FLAT,FIRM,20,4,WINNER,49.0
1075,5,2.42,178,7,HURDLE,FIRM,29,5,WINNER,12.1
1076,2,9.8,29,9,FLAT,GOOD/SOFT,25,1,LOSER,-2.0
1077,5,4.7,163,9,FLAT,SOFT,10,4,LOSER,-5.0
1078,2,600.0,60,15,HURDLE,FIRM,34,3,LOSER,-2.0
1079,5,1.17,652,13,HURDLE,GOOD ,16,4,WINNER,5.85
1080,2,100.0,184,8,FLAT,GOOD/FIRM,32,2,LOSER,-2.0
1081,2,2.84,1886,14,FLAT,FAST,60,2,LOSER,-2.0
1082,2,3.5,688,7,HURDLE,SOFT,27,1,WINNER,7.0
1083,2,1.04,878,13,CHASE,GOOD/SOFT,17,3,WINNER,2.08
1084,2,5.5,869,9,FLAT,GOOD/FIRM,8,2,LOSER,-2.0
1085,5,120.0,404,9,HURDLE,GOOD/FIRM,27,5,LOSER,-5.0
1086,2,2.98,133,19,FLAT,GOOD/FIRM,25,3,LOSER,-2.0
1087,2,2.04,157,11,FLAT,FIRM,8,1,LOSER,-2.0
1088,5,1.56,1353,5,FLAT,FAST,25,5,LOSER,-5.0
1089,2,1.41,2,22,CHASE,FIRM,21,3,WINNER,2.82
1090,2,25.0,541,8,FLAT,SOFT,55,2,LOSER,-2.0
1091,2,1.74,321,9,HURDLE,GOOD ,15,1,WINNER,3.48
1092,5,1.18,13,6,HURDLE,FAST,8,4,WINNER,5.8999999999999995
1093,5,17.0,1155,8,HURDLE,GOOD ,24,5,LOSER,-5.0
1094,5,140.0,325,7,CHASE,GOOD ,14,5,LOSER,-5.0
1095,2,5.0,1012,5,CHASE,GOOD ,16,3,LOSER,-2.0
1096,5,7.4,458,10,HURDLE,GOOD/FIRM,36,4,LOSER,-5.0
1097,5,4.3,138,12,FLAT,SOFT,21,5,LOSER,-5.0
1098,2,1.59,149,15,CHASE,FIRM,31,3,WINNER,3.18
1099,5,3.15,91,8,FLAT,GOOD ,23,4,LOSER,-5.0
1100,5,6.4,19,14,FLAT,FIRM,16,4,LOSER,-5.0
1101,2,3.45,66,16,FLAT,GOOD/SOFT,65,2,LOSER,-2.0
1102,5,1.7,1340,5,CHASE,HEAVY,25,4,LOSER,-5.0
1103,2,1.93,80,11,CHASE,FAST,17,1,LOSER,-2.0
1104,5,1.01,156,8,FLAT,HEAVY,20,5,WINNER,5.05
1105,2,1.79,276,16,HURDLE,GOOD/SOFT,45,3,WINNER,3.58
1106,2,1.76,37,8,FLAT,SOFT,18,2,WINNER,3.52
1107,5,3.95,81,11,HURDLE,HEAVY,39,5,LOSER,-5.0
