Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result
2,1.31,1203,7,FLAT,GOOD/SOFT,14,2,WINNER
2,2.88,216,7,HURDLE,FIRM,9,2,WINNER
2,1.97,31,11,FLAT,SOFT,16,2,LOSER
5,1.04,95,10,FLAT,GOOD/SOFT,30,5,WINNER
5,1.42,1359,10,CHASE,SOFT,42,4,WINNER
2,1.04,155,15,CHASE,GOOD/SOFT,15,3,WINNER
2,5.4,99,16,CHASE,GOOD/SOFT,21,2,WINNER
2,1.75,100,7,HURDLE,HEAVY,15,1,WINNER
2,1.95,98,12,HURDLE,HEAVY,24,2,WINNER
2,1.96,81,8,FLAT,SOFT,42,3,LOSER
5,1.6,6,11,CHASE,GOOD/SOFT,29,4,WINNER
2,6.8,367,15,FLAT,FIRM,16,3,LOSER
2,3.9,9,19,CHASE,SOFT,15,2,WINNER
5,1.91,9,15,CHASE,FAST,42,5,WINNER
2,2.7,9,8,CHASE,GOOD ,28,1,WINNER
2,2.8,91,10,HURDLE,SOFT,9,1,WINNER
5,1.78,209,18,HURDLE,FIRM,55,4,WINNER
2,3.75,476,13,FLAT,GOOD/FIRM,22,3,LOSER
2,1.23,130,11,FLAT,HEAVY,52,1,WINNER
2,2.7,21,22,HURDLE,FAST,7,1,WINNER
5,1.63,88,15,CHASE,HEAVY,24,5,WINNER
2,2.66,61,8,FLAT,GOOD ,14,2,WINNER
5,2.52,78,7,FLAT,HEAVY,28,4,LOSER
5,3.3,281,22,HURDLE,GOOD/FIRM,13,4,LOSER
5,1.57,19,17,FLAT,FIRM,19,5,WINNER
2,2.18,16,7,HURDLE,SOFT,40,2,LOSER
2,3.35,135,13,FLAT,GOOD ,16,1,WINNER
2,1.57,32,25,FLAT,GOOD/FIRM,6,3,LOSER
5,2.44,18,7,CHASE,HEAVY,8,4,WINNER
2,1.84,544,12,FLAT,FIRM,38,2,WINNER
2,4.7,14,10,HURDLE,FAST,26,2,WINNER
2,200,6,14,FLAT,FIRM,13,3,LOSER
2,5.5,458,9,HURDLE,FAST,25,2,LOSER
2,800,104,10,FLAT,GOOD ,24,3,LOSER
5,2.18,255,6,FLAT,FAST,13,5,WINNER
5,1.76,6,22,FLAT,GOOD/SOFT,12,5,LOSER
5,1.05,766,10,HURDLE,SOFT,8,5,WINNER
5,3.15,62,12,FLAT,FAST,10,4,LOSER
2,4.9,12,13,HURDLE,GOOD/FIRM,33,2,LOSER
2,2.42,70,5,HURDLE,GOOD ,23,3,LOSER
2,1.85,55,9,CHASE,FAST,37,1,WINNER
5,3.75,39,17,FLAT,HEAVY,16,5,WINNER
5,1.48,1457,8,FLAT,GOOD ,8,5,WINNER
2,1.16,394,8,HURDLE,HEAVY,16,2,WINNER
5,1.02,22,15,FLAT,FIRM,12,5,WINNER
2,1.88,34,9,HURDLE,FIRM,82,3,WINNER
2,1.56,662,23,HURDLE,GOOD ,37,1,LOSER
2,3.25,7,7,HURDLE,HEAVY,14,2,LOSER
5,1.69,48,5,HURDLE,GOOD/FIRM,19,4,LOSER
2,2.54,304,9,CHASE,GOOD/FIRM,15,2,WINNER
5,1.14,287,16,CHASE,FIRM,28,4,WINNER
2,1.7,90,16,HURDLE,FAST,45,2,WINNER
5,1.3,1714,20,FLAT,FAST,20,5,WINNER
2,13,87,10,FLAT,GOOD ,26,3,LOSER
2,1.74,22,19,FLAT,FIRM,59,1,WINNER
2,200,53,6,FLAT,GOOD/SOFT,15,1,LOSER
2,1.42,2054,8,HURDLE,SOFT,30,3,WINNER
5,9.4,326,7,FLAT,HEAVY,38,4,LOSER
2,3.8,509,6,HURDLE,SOFT,55,3,LOSER
2,8.2,892,8,HURDLE,HEAVY,19,1,LOSER
5,2.74,107,10,FLAT,GOOD/SOFT,17,5,WINNER
2,1.35,124,11,HURDLE,SOFT,14,3,WINNER
2,70,421,13,CHASE,GOOD/FIRM,14,1,LOSER
5,9.2,182,13,HURDLE,SOFT,60,4,LOSER
2,1.55,487,13,FLAT,SOFT,38,1,WINNER
5,5.2,263,8,FLAT,HEAVY,30,4,WINNER
2,1.71,105,14,FLAT,SOFT,26,3,WINNER
2,1.96,208,6,HURDLE,SOFT,15,2,LOSER
2,1.01,339,6,FLAT,GOOD ,25,1,WINNER
5,1.75,38,12,HURDLE,HEAVY,8,4,WINNER
5,60,42,22,CHASE,FIRM,36,5,LOSER
5,2.56,170,7,FLAT,GOOD ,8,5,LOSER
2,4.4,179,13,FLAT,GOOD ,34,3,LOSER
2,1.54,664,17,CHASE,GOOD/SOFT,43,2,LOSER
2,2.84,1481,12,HURDLE,GOOD/FIRM,13,1,LOSER
5,6.8,1445,9,HURDLE,FAST,19,5,WINNER
2,1.8,397,9,FLAT,SOFT,25,2,LOSER
2,350,2031,9,FLAT,GOOD/FIRM,19,1,LOSER
2,3.4,246,7,FLAT,HEAVY,73,3,WINNER
2,1.94,196,12,HURDLE,FAST,16,3,WINNER
2,1.51,125,7,FLAT,FIRM,71,3,WINNER
5,900,26,16,FLAT,GOOD/SOFT,35,5,LOSER
2,11,24,7,FLAT,GOOD/SOFT,78,2,LOSER
5,8.6,858,19,HURDLE,SOFT,115,5,LOSER
5,1.15,233,12,CHASE,SOFT,24,5,WINNER
2,60,1701,11,HURDLE,GOOD/FIRM,24,2,LOSER
2,1.94,408,8,HURDLE,SOFT,8,2,WINNER
5,2.9,204,14,FLAT,SOFT,28,4,LOSER
2,400,1489,12,FLAT,FIRM,16,3,LOSER
2,100,13,7,HURDLE,HEAVY,28,3,LOSER
2,3.8,368,14,CHASE,GOOD/SOFT,34,2,WINNER
5,1.54,22,10,HURDLE,GOOD ,7,4,WINNER
2,11,138,16,HURDLE,SOFT,18,2,LOSER
5,200,549,10,FLAT,HEAVY,7,5,LOSER
2,1.13,103,15,FLAT,HEAVY,15,2,LOSER
2,7.6,771,7,FLAT,GOOD/SOFT,56,3,LOSER
5,1.62,17,5,CHASE,FAST,15,4,WINNER
2,1.84,115,19,HURDLE,GOOD/SOFT,18,3,LOSER
2,350,1313,6,FLAT,GOOD/FIRM,18,2,LOSER
2,7.8,8,10,CHASE,HEAVY,14,3,LOSER
2,300,258,9,FLAT,FIRM,14,3,LOSER
5,1.54,36,9,CHASE,GOOD/SOFT,32,4,WINNER
5,3.5,1168,12,HURDLE,HEAVY,42,4,LOSER
2,800,99,8,FLAT,HEAVY,17,1,LOSER
2,4.1,1079,11,FLAT,FIRM,51,2,LOSER
5,2.16,800,12,HURDLE,FIRM,11,5,LOSER
2,1.52,18,8,CHASE,FIRM,11,3,WINNER
2,1.33,150,10,CHASE,FIRM,14,1,WINNER
2,25,37,24,FLAT,FAST,11,1,LOSER
2,1.28,457,6,FLAT,FIRM,6,1,WINNER
2,1.93,1119,5,HURDLE,HEAVY,12,1,LOSER
2,90,1968,17,HURDLE,SOFT,19,2,LOSER
2,2.06,244,7,CHASE,GOOD ,80,1,LOSER
2,3.75,45,7,FLAT,HEAVY,57,2,LOSER
2,2.72,8,8,FLAT,GOOD/SOFT,50,2,WINNER
2,20,21,10,FLAT,HEAVY,47,2,LOSER
5,2.76,59,6,HURDLE,GOOD/SOFT,26,5,LOSER
2,2.28,526,6,HURDLE,FAST,24,2,WINNER
5,9.4,1273,19,FLAT,GOOD/FIRM,17,5,LOSER
5,1.44,35,9,HURDLE,SOFT,14,5,WINNER
2,1.99,387,14,CHASE,FIRM,113,2,WINNER
2,2.92,136,16,FLAT,GOOD/SOFT,6,2,LOSER
5,2.94,242,8,FLAT,GOOD ,8,4,WINNER
2,1.2,246,11,HURDLE,SOFT,12,1,LOSER
2,7.8,32,19,FLAT,FIRM,37,3,LOSER
2,5.5,15,6,FLAT,FAST,62,2,LOSER
2,4.4,27,6,HURDLE,GOOD/SOFT,44,3,LOSER
5,2.2,175,14,HURDLE,GOOD/FIRM,15,5,WINNER
5,1.25,6,11,FLAT,GOOD ,16,4,WINNER
2,12,74,10,HURDLE,GOOD/SOFT,48,2,LOSER
2,2.96,66,16,FLAT,GOOD/SOFT,21,2,LOSER
2,5.9,188,7,HURDLE,GOOD/FIRM,25,1,LOSER
2,2.78,95,11,FLAT,FIRM,11,2,WINNER
5,1.18,179,18,FLAT,FIRM,22,5,WINNER
5,1.74,93,11,HURDLE,GOOD/FIRM,13,5,WINNER
2,1.84,340,18,CHASE,SOFT,63,1,WINNER
2,1.89,7,16,FLAT,GOOD ,68,2,WINNER
2,13,264,8,FLAT,FIRM,17,2,LOSER
5,4.9,47,14,HURDLE,SOFT,22,5,LOSER
5,70,1346,11,HURDLE,FIRM,13,4,LOSER
2,1.27,47,8,CHASE,GOOD/FIRM,20,3,WINNER
5,1.11,28,9,HURDLE,FIRM,12,5,WINNER
2,1.42,276,7,FLAT,FIRM,9,1,WINNER
2,1.41,29,9,HURDLE,HEAVY,24,3,WINNER
2,2.8,316,12,HURDLE,SOFT,56,2,LOSER
2,3.35,22,7,FLAT,GOOD/FIRM,42,2,WINNER
2,1.07,13,14,HURDLE,FAST,9,1,WINNER
2,1.09,1198,14,FLAT,GOOD ,8,1,WINNER
2,1.28,77,6,FLAT,GOOD ,18,3,WINNER
2,1.51,673,12,FLAT,GOOD/SOFT,17,1,LOSER
2,1.13,52,20,FLAT,HEAVY,15,3,LOSER
2,2.68,2,12,FLAT,GOOD/SOFT,31,3,WINNER
2,2.18,23,8,FLAT,SOFT,20,1,WINNER
2,1.8,1210,8,HURDLE,FIRM,8,3,WINNER
2,11,386,15,FLAT,SOFT,14,2,LOSER
2,2.6,129,9,HURDLE,SOFT,22,2,WINNER
5,1.69,1510,11,HURDLE,HEAVY,22,5,WINNER
2,1.91,429,13,HURDLE,FAST,13,1,WINNER
5,1.41,48,8,FLAT,HEAVY,48,4,WINNER
5,3.9,801,8,FLAT,HEAVY,17,4,LOSER
2,1.06,32,9,FLAT,FAST,7,3,WINNER
5,1.67,367,9,HURDLE,SOFT,19,4,WINNER
2,13,40,12,HURDLE,GOOD/SOFT,13,3,LOSER
2,6.8,94,7,CHASE,SOFT,16,2,LOSER
2,4.6,3,13,HURDLE,GOOD/FIRM,105,2,LOSER
5,1.4,546,15,FLAT,FIRM,19,4,WINNER
2,1.55,218,6,HURDLE,FAST,7,3,WINNER
2,1.02,34,10,FLAT,GOOD ,21,3,WINNER
2,4.2,20,8,FLAT,GOOD/FIRM,25,3,WINNER
5,1.5,255,14,CHASE,FIRM,29,5,WINNER
2,1.95,11,10,CHASE,SOFT,13,2,LOSER
2,180,118,18,FLAT,FIRM,11,1,LOSER
5,9.8,61,6,FLAT,FIRM,20,4,WINNER
5,2.42,178,7,HURDLE,FIRM,29,5,WINNER
2,9.8,29,9,FLAT,GOOD/SOFT,25,1,LOSER
5,4.7,163,9,FLAT,SOFT,10,4,LOSER
2,600,60,15,HURDLE,FIRM,34,3,LOSER
5,1.17,652,13,HURDLE,GOOD ,16,4,WINNER
2,100,184,8,FLAT,GOOD/FIRM,32,2,LOSER
2,2.84,1886,14,FLAT,FAST,60,2,LOSER
2,3.5,688,7,HURDLE,SOFT,27,1,WINNER
2,1.04,878,13,CHASE,GOOD/SOFT,17,3,WINNER
2,5.5,869,9,FLAT,GOOD/FIRM,8,2,LOSER
5,120,404,9,HURDLE,GOOD/FIRM,27,5,LOSER
2,2.98,133,19,FLAT,GOOD/FIRM,25,3,LOSER
2,2.04,157,11,FLAT,FIRM,8,1,LOSER
5,1.56,1353,5,FLAT,FAST,25,5,LOSER
2,1.41,2,22,CHASE,FIRM,21,3,WINNER
2,25,541,8,FLAT,SOFT,55,2,LOSER
2,1.74,321,9,HURDLE,GOOD ,15,1,WINNER
5,1.18,13,6,HURDLE,FAST,8,4,WINNER
5,17,1155,8,HURDLE,GOOD ,24,5,LOSER
5,140,325,7,CHASE,GOOD ,14,5,LOSER
2,5,1012,5,CHASE,GOOD ,16,3,LOSER
5,7.4,458,10,HURDLE,GOOD/FIRM,36,4,LOSER
5,4.3,138,12,FLAT,SOFT,21,5,LOSER
2,1.59,149,15,CHASE,FIRM,31,3,WINNER
5,3.15,91,8,FLAT,GOOD ,23,4,LOSER
5,6.4,19,14,FLAT,FIRM,16,4,LOSER
2,3.45,66,16,FLAT,GOOD/SOFT,65,2,LOSER
5,1.7,1340,5,CHASE,HEAVY,25,4,LOSER
2,1.93,80,11,CHASE,FAST,17,1,LOSER
5,1.01,156,8,FLAT,HEAVY,20,5,WINNER
2,1.79,276,16,HURDLE,GOOD/SOFT,45,3,WINNER
2,1.76,37,8,FLAT,SOFT,18,2,WINNER
5,3.95,81,11,HURDLE,HEAVY,39,5,LOSER
2,2.06,426,11,FLAT,GOOD ,24,2,LOSER
5,2.1,173,9,HURDLE,HEAVY,25,5,LOSER
2,2.36,176,8,HURDLE,FIRM,22,2,LOSER
2,7.2,10,8,FLAT,GOOD/SOFT,25,3,LOSER
5,8.4,229,8,FLAT,FIRM,17,4,LOSER
2,8.6,1647,8,HURDLE,SOFT,48,3,LOSER
2,1.35,260,6,FLAT,GOOD ,12,2,WINNER
2,1.05,488,8,FLAT,GOOD/SOFT,34,2,WINNER
2,1.54,1375,12,HURDLE,FIRM,102,2,WINNER
5,1.74,24,11,CHASE,FIRM,20,5,WINNER
5,1.84,14,14,FLAT,GOOD/SOFT,27,5,WINNER
2,2.32,79,9,FLAT,FAST,10,3,WINNER
2,16,443,10,CHASE,FIRM,17,3,LOSER
5,2.26,323,9,FLAT,FIRM,81,4,LOSER
2,2.76,46,7,FLAT,GOOD/SOFT,27,2,LOSER
5,1.18,222,15,HURDLE,GOOD/FIRM,19,4,WINNER
2,1.09,26,9,FLAT,SOFT,15,3,WINNER
2,2.2,970,9,FLAT,GOOD/FIRM,40,1,LOSER
5,1.96,72,8,FLAT,GOOD/SOFT,15,4,WINNER
2,2.02,1990,18,HURDLE,FIRM,12,3,LOSER
5,60,28,12,FLAT,HEAVY,44,5,LOSER
5,2.82,174,9,HURDLE,HEAVY,11,5,LOSER
2,7.2,92,8,FLAT,FIRM,37,3,WINNER
2,1.23,6,9,HURDLE,FIRM,5,1,WINNER
2,3.15,1561,9,FLAT,FAST,29,1,LOSER
2,2.06,222,17,HURDLE,GOOD/SOFT,38,2,LOSER
5,1.1,1762,11,FLAT,GOOD/SOFT,27,4,NON_RUNNER
2,1.76,163,8,FLAT,SOFT,57,3,LOSER
5,1.65,188,12,HURDLE,FAST,12,5,WINNER
5,3,21,22,HURDLE,GOOD ,7,5,WINNER
2,6.6,166,12,HURDLE,FIRM,12,3,LOSER
5,2.26,112,7,HURDLE,SOFT,65,4,LOSER
2,2.22,305,11,CHASE,HEAVY,36,3,NON_RUNNER
2,2.6,115,12,HURDLE,HEAVY,16,3,LOSER
2,2.4,1074,6,FLAT,GOOD/FIRM,23,2,LOSER
2,1.37,220,13,FLAT,SOFT,18,1,WINNER
5,9.4,301,8,HURDLE,SOFT,40,5,WINNER
2,1.33,479,15,HURDLE,SOFT,18,2,WINNER
5,1.41,117,7,FLAT,SOFT,31,4,WINNER
2,5,16,16,FLAT,GOOD ,26,3,LOSER
2,1.71,84,14,HURDLE,SOFT,84,1,WINNER
2,1.28,76,13,HURDLE,FIRM,12,3,WINNER
5,600,355,7,CHASE,GOOD ,44,5,LOSER
5,1.31,357,15,HURDLE,FIRM,10,4,WINNER
5,3.45,495,15,HURDLE,HEAVY,34,4,WINNER
2,16,66,7,FLAT,GOOD/SOFT,10,2,LOSER
2,1.55,50,9,FLAT,SOFT,73,1,WINNER
2,1.1,1073,9,FLAT,GOOD/SOFT,53,1,WINNER
2,5.1,5,7,FLAT,HEAVY,19,1,LOSER
2,2.46,73,12,FLAT,HEAVY,73,3,LOSER
2,2.36,227,12,CHASE,SOFT,22,3,LOSER
2,1.41,254,14,FLAT,SOFT,19,3,WINNER
5,2.58,24,7,HURDLE,SOFT,25,4,LOSER
5,9.2,497,14,FLAT,FAST,30,4,LOSER
2,1.99,20,7,FLAT,GOOD/FIRM,50,2,WINNER
2,300,235,8,CHASE,GOOD ,62,3,LOSER
2,2.38,166,5,CHASE,GOOD ,24,1,WINNER
2,1.71,34,15,HURDLE,GOOD/FIRM,22,2,WINNER
2,1.19,857,9,HURDLE,GOOD/SOFT,28,2,WINNER
5,2.44,189,14,HURDLE,HEAVY,19,4,LOSER
2,1.55,15,17,FLAT,GOOD ,29,2,WINNER
2,1.43,1571,21,FLAT,FIRM,23,2,LOSER
2,3.35,299,9,CHASE,FAST,9,2,LOSER
2,3.75,9,18,CHASE,GOOD ,20,2,LOSER
2,11,773,14,CHASE,GOOD/SOFT,17,1,LOSER
2,3.1,90,16,CHASE,FIRM,53,1,LOSER
2,700,1848,8,HURDLE,FIRM,8,3,LOSER
2,1.34,82,17,FLAT,GOOD/SOFT,9,2,WINNER
2,3.95,2,14,FLAT,GOOD ,26,1,WINNER
2,1.9,1227,12,HURDLE,GOOD/FIRM,24,3,LOSER
2,2.7,17,10,FLAT,FIRM,11,2,LOSER
5,120,195,8,FLAT,HEAVY,49,4,WINNER
2,14,126,9,HURDLE,GOOD/FIRM,9,2,LOSER
2,4.8,4,10,FLAT,FIRM,19,3,LOSER
5,1.45,289,6,HURDLE,FAST,48,5,WINNER
2,9.4,44,9,FLAT,GOOD/FIRM,17,2,LOSER
2,6.6,92,21,HURDLE,HEAVY,21,1,LOSER
2,1.06,203,8,FLAT,FIRM,9,2,WINNER
5,1.03,231,6,FLAT,FAST,14,5,WINNER
2,1.65,71,20,FLAT,GOOD ,66,1,WINNER
5,6.6,160,10,FLAT,FAST,11,4,WINNER
2,3.85,29,10,FLAT,HEAVY,15,2,LOSER
2,3.1,331,9,FLAT,GOOD ,30,1,WINNER
2,6.2,16,16,FLAT,FAST,42,3,WINNER
2,1.02,177,5,FLAT,FAST,61,2,WINNER
2,1.05,32,9,FLAT,SOFT,20,2,WINNER
2,5.6,29,6,CHASE,GOOD ,17,1,LOSER
2,2.4,129,6,FLAT,HEAVY,24,3,WINNER
5,180,264,8,HURDLE,GOOD ,14,4,LOSER
2,1.91,37,12,HURDLE,HEAVY,19,1,LOSER
2,3,138,8,CHASE,GOOD/FIRM,29,1,LOSER
2,1.44,1299,8,CHASE,GOOD/SOFT,17,3,LOSER
2,1.85,161,7,HURDLE,HEAVY,15,1,LOSER
2,900,155,12,HURDLE,GOOD ,48,3,LOSER
2,3.55,234,18,CHASE,FAST,48,1,WINNER
2,2.68,72,14,FLAT,GOOD/SOFT,15,1,LOSER
2,2.16,20,10,CHASE,FAST,8,2,WINNER
5,1.63,119,7,CHASE,GOOD/SOFT,20,5,WINNER
2,2.56,253,19,FLAT,FIRM,30,3,LOSER
2,2.08,48,15,HURDLE,FAST,19,3,WINNER
2,90,1470,8,FLAT,GOOD/FIRM,40,2,LOSER
2,1.49,722,9,FLAT,FAST,18,2,NON_RUNNER
2,350,1568,6,HURDLE,HEAVY,22,3,LOSER
2,1.98,60,8,FLAT,FIRM,13,3,LOSER
2,1.04,17,7,CHASE,GOOD ,8,3,WINNER
2,2.12,3,9,FLAT,GOOD ,12,3,WINNER
2,1.4,282,22,HURDLE,GOOD/FIRM,34,2,LOSER
2,9.6,502,15,FLAT,GOOD/FIRM,121,1,LOSER
2,2,3,12,FLAT,GOOD ,24,2,WINNER
5,2.9,196,8,HURDLE,SOFT,40,5,WINNER
2,3.95,257,6,CHASE,FIRM,22,2,WINNER
5,2.46,27,10,FLAT,FIRM,19,4,WINNER
5,11,340,15,FLAT,GOOD/SOFT,6,4,LOSER
2,30,59,12,FLAT,SOFT,8,3,LOSER
5,5,1111,8,FLAT,GOOD/SOFT,12,4,WINNER
2,1.16,53,9,HURDLE,FAST,17,3,WINNER
5,2.18,434,7,FLAT,HEAVY,25,4,WINNER
2,50,177,9,HURDLE,SOFT,38,2,LOSER
5,2.62,46,13,FLAT,SOFT,22,4,WINNER
2,1.75,56,13,FLAT,FIRM,30,3,WINNER
2,6.8,12,8,HURDLE,GOOD/SOFT,14,1,LOSER
5,1.6,35,16,FLAT,FIRM,27,4,WINNER
5,1.99,191,10,FLAT,GOOD ,9,4,WINNER
5,11,41,12,FLAT,FAST,16,5,LOSER
2,3.05,169,11,HURDLE,GOOD/FIRM,14,2,LOSER
2,2.18,6,8,HURDLE,GOOD/SOFT,10,1,LOSER
2,4.8,45,10,FLAT,HEAVY,12,3,WINNER
2,3.9,236,13,FLAT,GOOD ,9,2,LOSER
2,3.25,1240,10,HURDLE,GOOD/SOFT,24,1,WINNER
2,1.6,345,8,HURDLE,GOOD/FIRM,45,3,WINNER
2,2.9,137,15,HURDLE,HEAVY,36,2,LOSER
2,1.04,444,17,HURDLE,HEAVY,20,2,WINNER
2,6.6,134,8,FLAT,FIRM,8,2,LOSER
2,5.7,3,22,HURDLE,HEAVY,34,3,LOSER
2,2.16,1860,8,CHASE,HEAVY,50,1,LOSER
2,1.64,58,5,HURDLE,FIRM,23,1,LOSER
2,4.5,206,16,CHASE,GOOD/FIRM,10,2,LOSER
2,16,465,18,FLAT,HEAVY,19,1,LOSER
5,70,371,8,FLAT,HEAVY,43,5,LOSER
2,30,2,15,FLAT,FIRM,16,2,LOSER
2,900,363,6,HURDLE,HEAVY,58,3,LOSER
2,6.6,10,12,FLAT,FIRM,33,2,LOSER
2,1.87,75,12,HURDLE,FAST,62,1,WINNER
2,1.75,42,8,HURDLE,FIRM,13,3,WINNER
5,3.9,146,7,HURDLE,HEAVY,21,4,LOSER
2,1.64,222,17,FLAT,SOFT,19,3,WINNER
2,9.2,86,12,FLAT,SOFT,15,2,LOSER
5,1.1,111,9,FLAT,SOFT,16,4,WINNER
5,3.7,8,5,FLAT,FAST,26,4,WINNER
2,1.34,111,9,FLAT,SOFT,22,3,WINNER
5,3.2,150,22,FLAT,GOOD/FIRM,12,5,LOSER
2,2.5,698,5,FLAT,GOOD/FIRM,20,3,LOSER
2,2.7,2,6,FLAT,FAST,27,2,LOSER
2,1.73,319,9,FLAT,GOOD/SOFT,41,2,WINNER
2,8.8,138,9,FLAT,GOOD/SOFT,16,3,LOSER
2,2.26,295,9,FLAT,GOOD ,10,2,WINNER
2,1.91,1133,24,FLAT,SOFT,12,2,LOSER
2,25,333,7,FLAT,GOOD/FIRM,12,3,LOSER
2,1.87,51,7,FLAT,GOOD/SOFT,22,1,LOSER
2,1.25,1143,9,FLAT,FIRM,36,3,WINNER
5,30,161,22,HURDLE,GOOD/SOFT,32,4,LOSER
2,2.64,292,22,CHASE,FIRM,55,2,LOSER
5,140,964,17,FLAT,HEAVY,18,5,LOSER
2,1.46,15,13,HURDLE,GOOD/SOFT,26,3,WINNER
2,1.94,2003,8,FLAT,GOOD/FIRM,15,3,LOSER
5,1.74,29,12,FLAT,FAST,9,4,WINNER
2,12,90,15,HURDLE,GOOD/FIRM,31,3,WINNER
2,1.33,30,13,FLAT,FAST,6,3,WINNER
5,5.4,582,7,FLAT,HEAVY,6,5,LOSER
2,2.58,34,12,FLAT,FIRM,13,3,WINNER
2,250,89,12,HURDLE,FAST,70,3,LOSER
2,6,147,7,HURDLE,GOOD/FIRM,19,3,LOSER
2,4.4,474,5,FLAT,FIRM,7,1,LOSER
5,1.18,1124,7,HURDLE,GOOD ,75,4,LOSER
2,1.87,310,15,FLAT,GOOD ,25,1,WINNER
5,700,53,8,FLAT,FIRM,14,4,LOSER
2,1.5,610,10,CHASE,FAST,6,2,WINNER
2,3.85,1431,14,HURDLE,SOFT,14,2,LOSER
2,3.65,219,11,HURDLE,GOOD ,20,2,LOSER
5,2.44,522,6,FLAT,SOFT,17,5,WINNER
5,1.23,63,7,HURDLE,FIRM,12,4,WINNER
2,2.14,204,6,FLAT,GOOD ,16,2,LOSER
5,1.7,1042,10,FLAT,GOOD/SOFT,21,4,LOSER
2,5.6,49,14,HURDLE,FAST,31,2,LOSER
2,7,536,10,FLAT,GOOD/FIRM,19,2,WINNER
2,2.1,339,12,FLAT,GOOD ,42,2,WINNER
2,1.11,345,11,CHASE,GOOD/SOFT,17,3,WINNER
2,1.3,271,9,FLAT,FAST,10,2,WINNER
2,2.5,127,17,FLAT,HEAVY,99,1,LOSER
2,160,9,7,FLAT,GOOD/SOFT,20,2,LOSER
5,2.9,1310,7,HURDLE,HEAVY,19,4,LOSER
2,140,13,10,FLAT,FIRM,30,2,LOSER
2,2.62,58,8,HURDLE,HEAVY,24,1,LOSER
2,1.5,159,8,FLAT,GOOD ,58,2,WINNER
2,2.7,295,18,FLAT,GOOD ,7,1,WINNER
2,5.3,1407,18,FLAT,FIRM,22,3,LOSER
2,20,681,8,FLAT,FIRM,29,3,LOSER
5,1.79,14,8,FLAT,FIRM,27,4,WINNER
2,1.96,1475,10,FLAT,HEAVY,35,1,WINNER
2,1.39,402,6,FLAT,GOOD/FIRM,15,1,WINNER
2,2.7,176,11,HURDLE,SOFT,46,3,LOSER
5,1.52,94,7,CHASE,FAST,15,4,WINNER
5,1.02,52,10,CHASE,FAST,17,4,WINNER
2,1.55,333,7,FLAT,GOOD/SOFT,28,1,WINNER
2,4,404,5,FLAT,FAST,67,3,WINNER
5,2,20,6,HURDLE,GOOD/FIRM,20,5,WINNER
2,3.95,451,12,FLAT,GOOD/SOFT,59,1,LOSER
2,7.6,325,7,FLAT,GOOD/SOFT,7,2,LOSER
2,9,689,8,CHASE,HEAVY,6,1,LOSER
2,1.05,160,9,FLAT,FIRM,6,2,WINNER
5,4.7,9,7,CHASE,GOOD/SOFT,25,5,LOSER
2,1.52,5,8,HURDLE,HEAVY,31,2,WINNER
2,3.75,179,6,FLAT,GOOD ,19,1,LOSER
5,6.8,984,12,FLAT,GOOD/FIRM,20,4,WINNER
2,1.29,10,9,HURDLE,FAST,32,3,WINNER
2,1.4,197,16,CHASE,GOOD/SOFT,17,1,WINNER
2,4.5,301,15,FLAT,FAST,15,3,LOSER
5,5.7,77,7,FLAT,FAST,20,4,LOSER
5,9.2,6,10,FLAT,SOFT,61,4,LOSER
2,1.13,14,7,HURDLE,GOOD/FIRM,15,1,WINNER
5,1.08,29,18,FLAT,GOOD/FIRM,50,4,WINNER
2,1.56,261,9,FLAT,SOFT,37,2,WINNER
2,10,7,12,FLAT,GOOD ,25,3,LOSER
2,1.14,27,24,FLAT,HEAVY,40,2,WINNER
2,5.1,161,17,CHASE,SOFT,19,1,LOSER
5,2,51,6,FLAT,GOOD ,53,4,WINNER
5,1.95,78,12,HURDLE,GOOD ,19,4,WINNER
5,2.82,1610,11,FLAT,HEAVY,6,4,LOSER
2,4.1,51,13,FLAT,HEAVY,75,2,LOSER
5,1.04,87,10,FLAT,GOOD ,24,5,WINNER
2,1.18,210,5,FLAT,GOOD/FIRM,15,1,LOSER
2,1.94,66,7,HURDLE,SOFT,44,2,LOSER
2,2.1,236,5,FLAT,SOFT,28,1,LOSER
2,5.9,13,7,HURDLE,FIRM,18,3,LOSER
2,2.02,70,13,FLAT,GOOD ,15,3,WINNER
2,450,493,9,FLAT,GOOD/SOFT,39,2,LOSER
5,2.56,695,10,FLAT,SOFT,41,4,LOSER
5,2.32,1464,8,CHASE,GOOD ,25,5,WINNER
5,2.28,17,8,HURDLE,SOFT,8,5,WINNER
2,180,219,12,HURDLE,SOFT,17,2,LOSER
2,2.92,54,8,CHASE,FIRM,38,3,LOSER
2,1.34,12,7,CHASE,SOFT,61,3,WINNER
5,1.26,238,16,HURDLE,GOOD/SOFT,24,4,WINNER
2,1.54,3,15,CHASE,FAST,17,3,WINNER
2,3.9,38,7,HURDLE,HEAVY,11,2,LOSER
2,200,198,10,FLAT,GOOD/SOFT,48,2,LOSER
2,1.23,131,18,HURDLE,HEAVY,96,2,WINNER
2,90,45,13,FLAT,FIRM,10,1,LOSER
5,2.3,318,8,FLAT,HEAVY,9,4,WINNER
2,20,844,7,FLAT,HEAVY,9,1,LOSER
